score,duration_s,signal,mode,pitch_thr,yaw_thr,iris_thr,gap_tolerance_s,writing_fires,reading_fires,natural_fp_count,natural_total,suspicious_tp_count,suspicious_total,best_suspicious_streak_s,best_suspicious_label
14.09,4.0,iris,both,99.0,99.0,0.18,0.4,0,0,0,3,1,3,4.09,suspicious_phone_under_desk_2_laptop
8.56,12.0,eye,yaw_only,99.0,2.0,,0.4,0,0,0,3,0,3,8.56,suspicious_other_screen_2_laptop
8.56,12.0,eye,both,99.0,2.0,,0.4,0,0,0,3,0,3,8.56,suspicious_other_screen_2_laptop
8.56,12.0,eye,yaw_only,15.0,2.0,,0.4,0,0,0,3,0,3,8.56,suspicious_other_screen_2_laptop
8.56,12.0,eye,both,15.0,2.0,,0.4,0,0,0,3,0,3,8.56,suspicious_other_screen_2_laptop
8.56,12.0,eye,yaw_only,10.0,2.0,,0.4,0,0,0,3,0,3,8.56,suspicious_other_screen_2_laptop
8.56,12.0,eye,both,10.0,2.0,,0.4,0,0,0,3,0,3,8.56,suspicious_other_screen_2_laptop
8.37,12.0,iris,both,99.0,99.0,0.08,0.4,0,0,0,3,0,3,8.37,suspicious_phone_under_desk_2_laptop
7.81,8.0,eye,yaw_only,99.0,3.0,,0.4,0,0,0,3,0,3,7.81,suspicious_other_screen_2_laptop
7.81,8.0,eye,both,99.0,3.0,,0.4,0,0,0,3,0,3,7.81,suspicious_other_screen_2_laptop
7.81,8.0,eye,yaw_only,15.0,3.0,,0.4,0,0,0,3,0,3,7.81,suspicious_other_screen_2_laptop
7.81,8.0,eye,both,15.0,3.0,,0.4,0,0,0,3,0,3,7.81,suspicious_other_screen_2_laptop
7.81,8.0,eye,yaw_only,10.0,3.0,,0.4,0,0,0,3,0,3,7.81,suspicious_other_screen_2_laptop
7.81,8.0,eye,both,10.0,3.0,,0.4,0,0,0,3,0,3,7.81,suspicious_other_screen_2_laptop
7.81,12.0,eye,yaw_only,99.0,3.0,,0.4,0,0,0,3,0,3,7.81,suspicious_other_screen_2_laptop
7.81,12.0,eye,both,99.0,3.0,,0.4,0,0,0,3,0,3,7.81,suspicious_other_screen_2_laptop
7.81,12.0,eye,yaw_only,15.0,3.0,,0.4,0,0,0,3,0,3,7.81,suspicious_other_screen_2_laptop
7.81,12.0,eye,both,15.0,3.0,,0.4,0,0,0,3,0,3,7.81,suspicious_other_screen_2_laptop
7.81,12.0,eye,yaw_only,10.0,3.0,,0.4,0,0,0,3,0,3,7.81,suspicious_other_screen_2_laptop
7.81,12.0,eye,both,10.0,3.0,,0.4,0,0,0,3,0,3,7.81,suspicious_other_screen_2_laptop
7.26,8.0,eye,yaw_only,99.0,4.0,,0.4,0,0,0,3,0,3,7.26,suspicious_other_screen_2_laptop
7.26,8.0,eye,both,99.0,4.0,,0.4,0,0,0,3,0,3,7.26,suspicious_other_screen_2_laptop
7.26,8.0,eye,yaw_only,15.0,4.0,,0.4,0,0,0,3,0,3,7.26,suspicious_other_screen_2_laptop
7.26,8.0,eye,both,15.0,4.0,,0.4,0,0,0,3,0,3,7.26,suspicious_other_screen_2_laptop
7.26,8.0,eye,yaw_only,10.0,4.0,,0.4,0,0,0,3,0,3,7.26,suspicious_other_screen_2_laptop
7.26,8.0,eye,both,10.0,4.0,,0.4,0,0,0,3,0,3,7.26,suspicious_other_screen_2_laptop
7.26,12.0,eye,yaw_only,99.0,4.0,,0.4,0,0,0,3,0,3,7.26,suspicious_other_screen_2_laptop
7.26,12.0,eye,both,99.0,4.0,,0.4,0,0,0,3,0,3,7.26,suspicious_other_screen_2_laptop
7.26,12.0,eye,yaw_only,15.0,4.0,,0.4,0,0,0,3,0,3,7.26,suspicious_other_screen_2_laptop
7.26,12.0,eye,both,15.0,4.0,,0.4,0,0,0,3,0,3,7.26,suspicious_other_screen_2_laptop
7.26,12.0,eye,yaw_only,10.0,4.0,,0.4,0,0,0,3,0,3,7.26,suspicious_other_screen_2_laptop
7.26,12.0,eye,both,10.0,4.0,,0.4,0,0,0,3,0,3,7.26,suspicious_other_screen_2_laptop
7.07,8.0,iris,both,99.0,99.0,0.1,0.4,0,0,0,3,0,3,7.07,suspicious_phone_under_desk_2_laptop
7.07,12.0,iris,both,99.0,99.0,0.1,0.4,0,0,0,3,0,3,7.07,suspicious_phone_under_desk_2_laptop
6.70,8.0,iris,both,99.0,99.0,0.12,0.4,0,0,0,3,0,3,6.70,suspicious_phone_under_desk_2_laptop
6.70,12.0,iris,both,99.0,99.0,0.12,0.4,0,0,0,3,0,3,6.70,suspicious_phone_under_desk_2_laptop
4.09,6.0,eye,both,10.0,5.0,,0.4,0,0,0,3,0,3,4.09,suspicious_phone_under_desk_2_laptop
4.09,6.0,eye,both,10.0,6.0,,0.4,0,0,0,3,0,3,4.09,suspicious_phone_under_desk_2_laptop
4.09,6.0,eye,both,10.0,8.0,,0.4,0,0,0,3,0,3,4.09,suspicious_phone_under_desk_2_laptop
4.09,6.0,iris,both,99.0,99.0,0.15,0.4,0,0,0,3,0,3,4.09,suspicious_phone_under_desk_2_laptop
4.09,6.0,iris,both,99.0,99.0,0.18,0.4,0,0,0,3,0,3,4.09,suspicious_phone_under_desk_2_laptop
4.09,8.0,eye,both,10.0,5.0,,0.4,0,0,0,3,0,3,4.09,suspicious_phone_under_desk_2_laptop
4.09,8.0,eye,both,10.0,6.0,,0.4,0,0,0,3,0,3,4.09,suspicious_phone_under_desk_2_laptop
4.09,8.0,eye,both,10.0,8.0,,0.4,0,0,0,3,0,3,4.09,suspicious_phone_under_desk_2_laptop
4.09,8.0,iris,both,99.0,99.0,0.15,0.4,0,0,0,3,0,3,4.09,suspicious_phone_under_desk_2_laptop
4.09,8.0,iris,both,99.0,99.0,0.18,0.4,0,0,0,3,0,3,4.09,suspicious_phone_under_desk_2_laptop
4.09,12.0,eye,both,10.0,5.0,,0.4,0,0,0,3,0,3,4.09,suspicious_phone_under_desk_2_laptop
4.09,12.0,eye,both,10.0,6.0,,0.4,0,0,0,3,0,3,4.09,suspicious_phone_under_desk_2_laptop
4.09,12.0,eye,both,10.0,8.0,,0.4,0,0,0,3,0,3,4.09,suspicious_phone_under_desk_2_laptop
4.09,12.0,iris,both,99.0,99.0,0.15,0.4,0,0,0,3,0,3,4.09,suspicious_phone_under_desk_2_laptop
4.09,12.0,iris,both,99.0,99.0,0.18,0.4,0,0,0,3,0,3,4.09,suspicious_phone_under_desk_2_laptop
2.23,4.0,eye,yaw_only,99.0,5.0,,0.4,0,0,0,3,0,3,2.23,suspicious_other_screen_2_laptop
2.23,4.0,eye,both,99.0,5.0,,0.4,0,0,0,3,0,3,2.23,suspicious_other_screen_2_laptop
2.23,4.0,eye,yaw_only,15.0,5.0,,0.4,0,0,0,3,0,3,2.23,suspicious_other_screen_2_laptop
2.23,4.0,eye,both,15.0,5.0,,0.4,0,0,0,3,0,3,2.23,suspicious_other_screen_2_laptop
2.23,4.0,eye,yaw_only,10.0,5.0,,0.4,0,0,0,3,0,3,2.23,suspicious_other_screen_2_laptop
2.23,6.0,eye,yaw_only,99.0,5.0,,0.4,0,0,0,3,0,3,2.23,suspicious_other_screen_2_laptop
2.23,6.0,eye,both,99.0,5.0,,0.4,0,0,0,3,0,3,2.23,suspicious_other_screen_2_laptop
2.23,6.0,eye,yaw_only,15.0,5.0,,0.4,0,0,0,3,0,3,2.23,suspicious_other_screen_2_laptop
2.23,6.0,eye,both,15.0,5.0,,0.4,0,0,0,3,0,3,2.23,suspicious_other_screen_2_laptop
2.23,6.0,eye,yaw_only,10.0,5.0,,0.4,0,0,0,3,0,3,2.23,suspicious_other_screen_2_laptop
2.23,8.0,eye,yaw_only,99.0,5.0,,0.4,0,0,0,3,0,3,2.23,suspicious_other_screen_2_laptop
2.23,8.0,eye,both,99.0,5.0,,0.4,0,0,0,3,0,3,2.23,suspicious_other_screen_2_laptop
2.23,8.0,eye,yaw_only,15.0,5.0,,0.4,0,0,0,3,0,3,2.23,suspicious_other_screen_2_laptop
2.23,8.0,eye,both,15.0,5.0,,0.4,0,0,0,3,0,3,2.23,suspicious_other_screen_2_laptop
2.23,8.0,eye,yaw_only,10.0,5.0,,0.4,0,0,0,3,0,3,2.23,suspicious_other_screen_2_laptop
2.23,12.0,eye,yaw_only,99.0,5.0,,0.4,0,0,0,3,0,3,2.23,suspicious_other_screen_2_laptop
2.23,12.0,eye,both,99.0,5.0,,0.4,0,0,0,3,0,3,2.23,suspicious_other_screen_2_laptop
2.23,12.0,eye,yaw_only,15.0,5.0,,0.4,0,0,0,3,0,3,2.23,suspicious_other_screen_2_laptop
2.23,12.0,eye,both,15.0,5.0,,0.4,0,0,0,3,0,3,2.23,suspicious_other_screen_2_laptop
2.23,12.0,eye,yaw_only,10.0,5.0,,0.4,0,0,0,3,0,3,2.23,suspicious_other_screen_2_laptop
1.49,4.0,eye,both,15.0,6.0,,0.4,0,0,0,3,0,3,1.49,suspicious_phone_under_desk_2_laptop
1.49,4.0,eye,both,15.0,8.0,,0.4,0,0,0,3,0,3,1.49,suspicious_phone_under_desk_2_laptop
1.49,6.0,eye,both,15.0,6.0,,0.4,0,0,0,3,0,3,1.49,suspicious_phone_under_desk_2_laptop
1.49,6.0,eye,both,15.0,8.0,,0.4,0,0,0,3,0,3,1.49,suspicious_phone_under_desk_2_laptop
1.49,8.0,eye,both,15.0,6.0,,0.4,0,0,0,3,0,3,1.49,suspicious_phone_under_desk_2_laptop
1.49,8.0,eye,both,15.0,8.0,,0.4,0,0,0,3,0,3,1.49,suspicious_phone_under_desk_2_laptop
1.49,12.0,eye,both,15.0,6.0,,0.4,0,0,0,3,0,3,1.49,suspicious_phone_under_desk_2_laptop
1.49,12.0,eye,both,15.0,8.0,,0.4,0,0,0,3,0,3,1.49,suspicious_phone_under_desk_2_laptop
0.47,4.0,eye,yaw_only,99.0,6.0,,0.4,0,0,0,3,0,3,0.47,suspicious_phone_side_2_laptop
0.47,4.0,eye,both,99.0,6.0,,0.4,0,0,0,3,0,3,0.47,suspicious_phone_side_2_laptop
0.47,4.0,eye,yaw_only,15.0,6.0,,0.4,0,0,0,3,0,3,0.47,suspicious_phone_side_2_laptop
0.47,4.0,eye,yaw_only,10.0,6.0,,0.4,0,0,0,3,0,3,0.47,suspicious_phone_side_2_laptop
0.47,6.0,eye,yaw_only,99.0,6.0,,0.4,0,0,0,3,0,3,0.47,suspicious_phone_side_2_laptop
0.47,6.0,eye,both,99.0,6.0,,0.4,0,0,0,3,0,3,0.47,suspicious_phone_side_2_laptop
0.47,6.0,eye,yaw_only,15.0,6.0,,0.4,0,0,0,3,0,3,0.47,suspicious_phone_side_2_laptop
0.47,6.0,eye,yaw_only,10.0,6.0,,0.4,0,0,0,3,0,3,0.47,suspicious_phone_side_2_laptop
0.47,8.0,eye,yaw_only,99.0,6.0,,0.4,0,0,0,3,0,3,0.47,suspicious_phone_side_2_laptop
0.47,8.0,eye,both,99.0,6.0,,0.4,0,0,0,3,0,3,0.47,suspicious_phone_side_2_laptop
0.47,8.0,eye,yaw_only,15.0,6.0,,0.4,0,0,0,3,0,3,0.47,suspicious_phone_side_2_laptop
0.47,8.0,eye,yaw_only,10.0,6.0,,0.4,0,0,0,3,0,3,0.47,suspicious_phone_side_2_laptop
0.47,12.0,eye,yaw_only,99.0,6.0,,0.4,0,0,0,3,0,3,0.47,suspicious_phone_side_2_laptop
0.47,12.0,eye,both,99.0,6.0,,0.4,0,0,0,3,0,3,0.47,suspicious_phone_side_2_laptop
0.47,12.0,eye,yaw_only,15.0,6.0,,0.4,0,0,0,3,0,3,0.47,suspicious_phone_side_2_laptop
0.47,12.0,eye,yaw_only,10.0,6.0,,0.4,0,0,0,3,0,3,0.47,suspicious_phone_side_2_laptop
0.00,4.0,eye,yaw_only,99.0,8.0,,0.4,0,0,0,3,0,3,0.00,
0.00,4.0,eye,both,99.0,8.0,,0.4,0,0,0,3,0,3,0.00,
0.00,4.0,eye,yaw_only,15.0,8.0,,0.4,0,0,0,3,0,3,0.00,
0.00,4.0,eye,yaw_only,10.0,8.0,,0.4,0,0,0,3,0,3,0.00,
0.00,6.0,eye,yaw_only,99.0,8.0,,0.4,0,0,0,3,0,3,0.00,
0.00,6.0,eye,both,99.0,8.0,,0.4,0,0,0,3,0,3,0.00,
0.00,6.0,eye,yaw_only,15.0,8.0,,0.4,0,0,0,3,0,3,0.00,
0.00,6.0,eye,yaw_only,10.0,8.0,,0.4,0,0,0,3,0,3,0.00,
0.00,8.0,eye,yaw_only,99.0,8.0,,0.4,0,0,0,3,0,3,0.00,
0.00,8.0,eye,both,99.0,8.0,,0.4,0,0,0,3,0,3,0.00,
0.00,8.0,eye,yaw_only,15.0,8.0,,0.4,0,0,0,3,0,3,0.00,
0.00,8.0,eye,yaw_only,10.0,8.0,,0.4,0,0,0,3,0,3,0.00,
0.00,12.0,eye,yaw_only,99.0,8.0,,0.4,0,0,0,3,0,3,0.00,
0.00,12.0,eye,both,99.0,8.0,,0.4,0,0,0,3,0,3,0.00,
0.00,12.0,eye,yaw_only,15.0,8.0,,0.4,0,0,0,3,0,3,0.00,
0.00,12.0,eye,yaw_only,10.0,8.0,,0.4,0,0,0,3,0,3,0.00,
