recorded_at,experiment,label,frame_index,phone_confidence
2026-07-15T15:39:35.658097+00:00,experiment_1_desktop_pc_camera,nophone_pen_by_face,2,0.0000
2026-07-15T15:39:35.658097+00:00,experiment_1_desktop_pc_camera,nophone_pen_by_face,3,0.0000
2026-07-15T15:39:35.658097+00:00,experiment_1_desktop_pc_camera,nophone_pen_by_face,4,0.0000
2026-07-15T15:39:35.658097+00:00,experiment_1_desktop_pc_camera,nophone_pen_by_face,5,0.0000
2026-07-15T15:39:35.658097+00:00,experiment_1_desktop_pc_camera,nophone_pen_by_face,6,0.0000
2026-07-15T15:39:35.658097+00:00,experiment_1_desktop_pc_camera,nophone_pen_by_face,7,0.0000
2026-07-15T15:39:35.658097+00:00,experiment_1_desktop_pc_camera,nophone_pen_by_face,8,0.0000
2026-07-15T15:39:35.658097+00:00,experiment_1_desktop_pc_camera,nophone_pen_by_face,9,0.0000
2026-07-15T15:39:35.658097+00:00,experiment_1_desktop_pc_camera,nophone_pen_by_face,10,0.0000
2026-07-15T15:39:35.658097+00:00,experiment_1_desktop_pc_camera,nophone_pen_by_face,11,0.0000
2026-07-15T15:39:35.658097+00:00,experiment_1_desktop_pc_camera,nophone_pen_by_face,12,0.0000
2026-07-15T15:39:35.658097+00:00,experiment_1_desktop_pc_camera,nophone_pen_by_face,13,0.0000
2026-07-15T15:39:35.658097+00:00,experiment_1_desktop_pc_camera,nophone_pen_by_face,14,0.0000
2026-07-15T15:39:35.658097+00:00,experiment_1_desktop_pc_camera,nophone_pen_by_face,15,0.0000
2026-07-15T15:39:35.658097+00:00,experiment_1_desktop_pc_camera,nophone_pen_by_face,16,0.0000
2026-07-15T15:39:35.658097+00:00,experiment_1_desktop_pc_camera,nophone_pen_by_face,17,0.0000
2026-07-15T15:39:35.658097+00:00,experiment_1_desktop_pc_camera,nophone_pen_by_face,18,0.0000
2026-07-15T15:39:35.658097+00:00,experiment_1_desktop_pc_camera,nophone_pen_by_face,19,0.0000
2026-07-15T15:39:35.658097+00:00,experiment_1_desktop_pc_camera,nophone_pen_by_face,20,0.3422
2026-07-15T15:39:35.658097+00:00,experiment_1_desktop_pc_camera,nophone_pen_by_face,21,0.0000
